Scheduled Principal,Curtailments,Curtailment Adjustments,Prepayment,Repurchase Principal,Other Principal Adjustments,Liquidation Principal,Principal Losses
198.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168.0,45.15,0.0,0.0,0.0,0.0,0.0,0.0
104.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.01,0.21,0.01,0.0,0.0,0.0,0.0,0.0
74.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.92,137.07,0.0,0.0,0.0,0.0,0.0,0.0
60.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173.68,174.66,1.02,0.0,0.0,0.0,0.0,0.0
115.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.4,0.0,0.0,161035.61,0.0,0.0,0.0,0.0
59.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.06,21.45,0.16,0.0,0.0,0.0,0.0,0.0
66.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.52,0.0,0.0,105227.47,0.0,0.0,0.0,0.0
98.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.56,0.79,0.0,0.0,0.0,0.0,0.0,0.0
79.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73.04,11.45,0.09,0.0,0.0,0.0,0.0,0.0
163.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,255862.23,0.0,0.0,0.0,0.0
7.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
905.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121.78,0.01,0.0,0.0,0.0,0.0,0.0,0.0
46.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80.32,0.0,0.0,136845.02,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.68,0.0,0.0,59550.62,0.0,0.0,0.0,0.0
71.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129.25,138.0,1.0,0.0,0.0,0.0,0.0,0.0
72.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.34,58.0,0.34,0.0,0.0,0.0,0.0,0.0
49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,333.76,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.87,0.0,0.0,111001.65,0.0,0.0,0.0,0.0
97.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.54,45.0,0.0,0.0,0.0,0.0,0.0,0.0
105.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0
155.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.26,0.52,0.0,0.0,0.0,0.0,0.0,0.0
133.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.62,0.72,0.0,0.0,0.0,0.0,0.0,0.0
86.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59.52,0.8,0.0,0.0,0.0,0.0,0.0,0.0
130.66,3.39,0.02,0.0,0.0,0.0,0.0,0.0
74.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937.49,0.7,0.0,0.0,0.0,0.0,0.0,0.0
70.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.53,0.73,0.0,0.0,0.0,0.0,0.0,0.0
251.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,261187.6,0.0,0.0,0.0,0.0
183.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493.22,84.0,-1.1,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0
56.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.42,50.29,0.0,0.0,0.0,0.0,0.0,0.0
232.81,481.79,0.0,0.0,0.0,0.0,0.0,0.0
37.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.57,0.0,0.0,62602.3,0.0,0.0,0.0,0.0
774.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.54,83.53,0.54,0.0,0.0,0.0,0.0,0.0
159.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.26,1.08,0.0,0.0,0.0,0.0,0.0,0.0
11.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
